기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2016.06	합계	7,848,587	2,721,851	742,897	1,851,486	222,978	2,051,144	258,231
2016.06	광나루	385,115	115,325	82,111	179,350	4,821	-	3,508
2016.06	잠실	495,676	165,519	107,352	187,612	10,646	-	24,547
2016.06	뚝섬	1,737,554	710,965	121,657	417,231	45,447	405,074	37,180
2016.06	잠원	383,634	169,038	71,198	131,343	-	-	12,055
2016.06	반포	769,056	263,510	90,137	139,826	5,448	248,812	21,323
2016.06	이촌	344,164	131,750	76,170	118,920	5,010	-	12,314
2016.06	여의도	2,061,532	502,737	10,621	157,649	71,380	1,237,703	81,442
2016.06	양화	362,228	161,865	46,950	150,317	813	-	2,283
2016.06	망원	311,975	135,420	57,220	102,330	7,220	-	9,785
2016.06	난지	684,477	261,090	24,628	116,040	69,947	159,555	53,217
2016.06	강서	313,176	104,632	54,853	150,868	2,246	-	577
