기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2019.01	합계	3,650,518	1,583,371	448,140	771,931	149,070	572,881	125,125
2019.01	광나루	231,665	121,530	17,607	88,773	3,500	-	255
2019.01	잠실	277,545	102,630	67,020	102,195	3,350	-	2,350
2019.01	뚝섬	1,151,460	641,610	118,264	162,375	66,282	143,393	19,536
2019.01	잠원	108,643	48,215	26,564	6,951	26,913	-	-
2019.01	반포	370,282	168,425	29,394	57,982	1,128	104,938	8,415
2019.01	이촌	180,240	69,540	54,650	51,710	1,300	-	3,040
2019.01	여의도	702,780	165,690	41,360	69,120	18,280	324,550	83,780
2019.01	양화	99,928	49,868	11,993	31,373	6,287	-	407
2019.01	망원	196,146	80,463	40,075	65,533	5,900	-	4,175
2019.01	난지	147,070	73,261	7,118	49,099	15,172	-	2,420
2019.01	강서	184,759	62,139	34,095	86,820	958	-	747
