기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2014.03	합계	4,563,720	1,890,267	487,435	1,081,649	67,079	911,329	125,961
2014.03	광나루	114,820	50,951	15,960	44,094	3,429	-	386
2014.03	잠실	244,399	121,761	13,877	80,028	12,943	-	15,790
2014.03	뚝섬	1,203,765	395,830	238,340	281,080	12,870	262,041	13,604
2014.03	잠원	219,432	123,554	16,725	69,058	-	-	10,095
2014.03	반포	167,561	75,386	36,205	49,386	-	-	6,584
2014.03	이촌	298,295	135,640	64,330	90,730	300	-	7,295
2014.03	여의도	1,400,863	629,302	30,044	129,639	28,994	528,758	54,126
2014.03	양화	235,076	105,607	30,223	96,286	1,500	-	1,460
2014.03	망원	193,530	100,420	23,604	65,946	1,660	-	1,900
2014.03	난지	350,026	103,151	14,044	92,825	5,262	120,530	14,214
2014.03	강서	135,953	48,665	4,083	82,577	121	-	507
