기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2014.04	합계	8,242,222	4,410,449	561,156	1,457,821	131,824	1,487,208	193,764
2014.04	광나루	184,646	70,219	32,693	74,718	2,058	-	4,958
2014.04	잠실	224,716	122,709	9,393	77,477	6,406	-	8,731
2014.04	뚝섬	1,386,969	409,050	242,205	344,080	63,850	299,154	28,630
2014.04	잠원	184,164	103,880	18,777	53,828	120	-	7,559
2014.04	반포	227,968	96,465	47,494	73,775	1,440	625	8,169
2014.04	이촌	331,444	134,310	64,695	122,900	-	-	9,539
2014.04	여의도	4,427,790	2,952,240	34,523	236,480	28,001	1,084,764	91,782
2014.04	양화	449,679	219,692	34,586	184,818	7,823	-	2,760
2014.04	망원	258,732	119,980	45,317	85,525	5,565	-	2,345
2014.04	난지	401,793	129,356	19,170	106,255	15,330	102,665	29,017
2014.04	강서	164,321	52,548	12,303	97,965	1,231	-	274
