기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2014.10	합계	7,437,783	2,341,935	520,902	1,550,398	1,549,963	1,339,119	135,466
2014.10	광나루	350,007	141,618	57,959	139,495	4,260	-	6,675
2014.10	잠실	224,484	98,298	23,089	79,190	13,642	-	10,265
2014.10	뚝섬	1,224,536	376,171	122,337	307,555	31,443	363,511	23,519
2014.10	잠원	179,628	104,165	12,240	50,930	4,990	-	7,303
2014.10	반포	495,673	156,425	56,312	111,635	45,745	123,406	2,150
2014.10	이촌	919,071	163,590	66,650	164,848	506,300	-	17,683
2014.10	여의도	2,298,319	503,681	16,438	146,495	922,977	673,732	34,996
2014.10	양화	447,854	206,860	37,113	190,986	7,546	-	5,349
2014.10	망원	504,930	322,550	72,070	101,620	3,860	-	4,830
2014.10	난지	493,456	176,040	14,763	95,080	6,860	178,470	22,243
2014.10	강서	299,825	92,537	41,931	162,564	2,340	-	453
