기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2016.10	합계	7,948,495	2,539,286	713,160	1,583,786	1,329,444	1,560,130	222,689
2016.10	광나루	385,348	113,081	80,211	184,115	6,177	-	1,764
2016.10	잠실	473,075	154,220	76,985	219,655	4,150	-	18,065
2016.10	뚝섬	1,608,787	591,157	194,740	383,100	79,115	312,445	48,230
2016.10	잠원	297,511	130,804	53,221	94,000	3,410	-	16,076
2016.10	반포	673,673	211,480	66,516	114,863	27,882	247,420	5,512
2016.10	이촌	664,620	182,500	64,120	95,630	307,470	-	14,900
2016.10	여의도	2,043,330	326,205	295	55,779	746,598	825,769	88,684
2016.10	양화	312,470	136,494	52,102	115,757	4,082	-	4,035
2016.10	망원	489,850	330,130	52,920	93,955	5,000	-	7,845
2016.10	난지	765,967	280,440	24,928	124,640	144,348	174,496	17,115
2016.10	강서	233,864	82,775	47,122	102,292	1,212	-	463
