기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2014.07	합계	6,003,831	2,164,433	505,099	1,565,295	53,563	1,358,339	357,102
2014.07	광나루	268,676	86,225	36,926	111,542	8,487	-	25,496
2014.07	잠실	263,842	117,179	22,913	81,348	5,448	-	36,954
2014.07	뚝섬	1,520,135	458,255	155,223	389,200	22,507	377,515	117,435
2014.07	잠원	193,132	97,415	12,450	49,003	-	-	34,264
2014.07	반포	359,837	126,356	53,738	93,817	272	84,554	1,100
2014.07	이촌	350,524	123,450	59,110	151,720	-	-	16,244
2014.07	여의도	1,558,510	599,346	17,524	164,220	7,607	701,725	68,088
2014.07	양화	363,458	138,277	35,324	183,272	2,288	-	4,297
2014.07	망원	340,160	140,640	58,610	103,850	2,800	-	34,260
2014.07	난지	529,573	202,672	20,643	89,745	3,505	194,545	18,463
2014.07	강서	255,984	74,618	32,638	147,578	649	-	501
