기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2019.04	합계	10,823,440	3,072,127	634,333	1,336,018	4,085,677	1,507,506	187,779
2019.04	광나루	308,133	148,310	29,031	120,620	7,314	-	2,858
2019.04	잠실	338,840	127,185	72,286	131,480	5,000	-	2,889
2019.04	뚝섬	1,981,305	1,305,990	166,498	291,210	47,638	144,763	25,206
2019.04	잠원	145,791	49,722	47,339	45,470	120	-	3,140
2019.04	반포	783,100	443,949	37,179	134,496	8,268	142,366	16,842
2019.04	이촌	222,450	79,880	63,260	67,910	6,640	-	4,760
2019.04	여의도	6,060,718	527,486	95,020	190,950	3,906,704	1,220,377	120,181
2019.04	양화	224,124	111,198	13,395	86,306	12,652	-	573
2019.04	망원	259,489	106,251	51,918	81,141	15,798	-	4,381
2019.04	난지	280,230	107,930	15,471	76,638	74,151	-	6,040
2019.04	강서	219,260	64,226	42,936	109,797	1,392	-	909
