기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2015.06	합계	5,371,905	1,793,712	581,909	1,532,445	70,383	1,211,873	181,583
2015.06	광나루	294,938	92,640	59,592	139,526	2,331	-	849
2015.06	잠실	167,644	75,995	13,952	63,920	4,352	-	9,425
2015.06	뚝섬	1,333,447	416,400	88,650	418,105	46,769	277,495	86,028
2015.06	잠원	345,788	146,980	63,185	125,875	90	-	9,658
2015.06	반포	551,602	163,665	77,785	108,997	-	198,356	2,799
2015.06	이촌	435,090	169,590	93,440	138,200	-	-	33,860
2015.06	여의도	932,363	245,221	16,828	78,059	5,464	568,302	18,489
2015.06	양화	295,263	110,563	45,037	135,125	679	-	3,859
2015.06	망원	272,135	117,120	57,070	89,130	3,765	-	5,050
2015.06	난지	475,305	178,780	24,233	87,380	6,075	167,720	11,117
2015.06	강서	268,330	76,758	42,137	148,128	858	-	449
