기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2017.01	합계	3,800,036	1,474,668	410,211	894,080	27,523	881,241	112,313
2017.01	광나루	248,658	83,705	53,890	109,068	1,740	-	255
2017.01	잠실	281,265	119,950	49,786	103,920	1,030	-	6,579
2017.01	뚝섬	1,082,523	486,263	81,155	260,007	6,210	233,402	15,486
2017.01	잠원	194,570	92,720	32,045	59,430	-	-	10,375
2017.01	반포	306,968	113,045	47,257	72,504	723	70,980	2,459
2017.01	이촌	198,750	78,990	49,220	63,400	970	-	6,170
2017.01	여의도	879,612	210,678	4,495	49,543	14,567	533,654	66,675
2017.01	양화	154,949	73,012	30,154	50,255	213	-	1,315
2017.01	망원	146,295	73,440	27,850	40,870	1,415	-	2,720
2017.01	난지	194,949	95,110	7,584	49,050	-	43,205	-
2017.01	강서	111,497	47,755	26,775	36,033	655	-	279
