기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2017.05	합계	8,153,353	2,647,920	698,788	1,929,505	318,915	2,396,733	161,492
2017.05	광나루	405,094	122,520	74,747	199,282	6,134	-	2,411
2017.05	잠실	345,810	139,475	62,145	139,820	545	-	3,825
2017.05	뚝섬	1,663,953	650,138	126,836	473,090	44,005	336,848	33,036
2017.05	잠원	295,999	141,960	43,820	86,824	7,060	-	16,335
2017.05	반포	737,798	255,109	74,700	162,753	33,193	206,550	5,493
2017.05	이촌	381,470	132,650	103,710	124,340	7,090	-	13,680
2017.05	여의도	2,878,631	667,940	46,506	256,642	135,381	1,726,427	45,735
2017.05	양화	305,318	115,472	55,123	131,021	2,490	-	1,212
2017.05	망원	279,640	123,520	48,270	95,955	5,975	-	5,920
2017.05	난지	595,937	225,893	27,347	106,305	76,052	126,908	33,432
2017.05	강서	263,703	73,243	35,584	153,473	990	-	413
