기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2018.06	합계	6,783,118	2,742,059	688,290	1,494,893	191,630	1,426,406	239,840
2018.06	광나루	384,442	143,659	59,545	178,388	1,561	-	1,289
2018.06	잠실	402,030	144,210	81,505	170,125	-	-	6,190
2018.06	뚝섬	1,594,068	824,040	166,285	272,120	37,223	242,002	52,398
2018.06	잠원	207,363	75,370	41,673	50,491	36,411	-	3,418
2018.06	반포	632,962	326,637	47,030	134,465	17,500	95,954	11,376
2018.06	이촌	296,590	111,590	83,570	86,420	5,680	-	9,330
2018.06	여의도	2,107,700	621,960	61,140	175,330	38,640	1,088,450	122,180
2018.06	양화	214,572	89,470	31,563	88,446	3,624	-	1,469
2018.06	망원	310,295	134,935	49,360	111,958	11,623	-	2,419
2018.06	난지	388,370	192,959	17,344	111,477	37,802	-	28,788
2018.06	강서	244,726	77,229	49,275	115,673	1,566	-	983
