기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2018.12	합계	3,535,685	1,585,072	447,140	691,047	90,368	591,905	130,153
2018.12	광나루	225,400	114,300	26,819	83,336	440	-	505
2018.12	잠실	256,882	100,165	66,542	87,135	200	-	2,840
2018.12	뚝섬	1,075,366	652,470	119,837	118,328	38,290	124,115	22,326
2018.12	잠원	103,776	42,211	29,615	29,114	742	-	2,094
2018.12	반포	403,424	205,261	30,645	55,171	914	103,283	8,150
2018.12	이촌	159,130	62,170	48,200	43,630	1,870	-	3,260
2018.12	여의도	771,450	174,444	46,433	79,636	21,420	364,507	85,010
2018.12	양화	74,977	34,314	10,629	24,295	5,241	-	498
2018.12	망원	155,015	65,876	27,735	53,960	4,667	-	2,777
2018.12	난지	151,384	74,471	8,731	50,006	15,915	-	2,261
2018.12	강서	158,881	59,390	31,954	66,436	669	-	432
