기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2015.03	합계	4,314,813	1,692,477	455,776	1,159,344	63,952	838,328	104,936
2015.03	광나루	268,620	85,291	52,566	122,583	7,585	-	595
2015.03	잠실	157,616	66,675	14,232	52,742	18,573	-	5,394
2015.03	뚝섬	1,201,565	500,178	138,305	279,295	24,976	233,444	25,367
2015.03	잠원	126,499	65,350	21,436	33,367	-	-	6,346
2015.03	반포	335,796	111,794	45,844	69,997	-	106,722	1,439
2015.03	이촌	285,260	122,800	50,070	100,590	-	-	11,800
2015.03	여의도	837,829	273,454	7,558	100,492	3,412	409,737	43,176
2015.03	양화	268,540	118,862	28,305	115,653	2,010	-	3,710
2015.03	망원	227,780	100,230	49,430	72,320	3,270	-	2,530
2015.03	난지	377,090	191,390	16,858	73,200	3,045	88,425	4,172
2015.03	강서	228,218	56,453	31,172	139,105	1,081	-	407
