기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2018.03	합계	4,792,541	2,014,381	589,406	1,108,707	104,998	855,347	119,702
2018.03	광나루	412,175	176,105	59,105	169,701	6,726	-	538
2018.03	잠실	330,464	125,070	69,485	129,495	2,940	-	3,474
2018.03	뚝섬	1,035,910	559,290	101,880	163,710	24,885	154,010	32,135
2018.03	잠원	231,603	88,920	67,219	70,997	1,152	-	3,315
2018.03	반포	602,405	348,030	48,730	101,384	14,572	85,098	4,591
2018.03	이촌	275,000	107,990	75,570	82,960	3,040	-	5,440
2018.03	여의도	1,111,097	251,152	55,133	90,429	33,239	616,239	64,905
2018.03	양화	166,678	77,769	26,055	61,042	1,215	-	597
2018.03	망원	167,246	70,460	31,008	57,524	6,433	-	1,821
2018.03	난지	244,661	140,530	12,565	80,220	9,155	-	2,191
2018.03	강서	215,302	69,065	42,656	101,245	1,641	-	695
