기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2019.03	합계	4,967,892	2,126,485	557,683	1,200,984	125,032	798,572	159,136
2019.03	광나루	265,425	132,150	22,535	101,925	8,476	-	339
2019.03	잠실	310,079	112,615	69,871	118,560	6,530	-	2,503
2019.03	뚝섬	1,516,468	906,310	151,609	305,120	34,817	96,872	21,740
2019.03	잠원	138,536	51,360	39,415	45,672	-	-	2,089
2019.03	반포	541,474	262,069	43,314	106,821	4,263	107,465	17,542
2019.03	이촌	227,410	85,410	66,150	70,220	1,520	-	4,110
2019.03	여의도	1,182,244	250,750	56,959	143,280	34,570	594,235	102,450
2019.03	양화	185,461	88,336	15,468	73,815	7,454	-	388
2019.03	망원	208,108	84,088	39,052	72,041	8,508	-	4,419
2019.03	난지	180,305	87,677	8,886	63,808	17,204	-	2,730
2019.03	강서	212,382	65,720	44,424	99,722	1,690	-	826
