기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2015.09	합계	8,161,326	2,830,657	689,146	1,919,671	226,369	2,318,873	176,610
2015.09	광나루	408,081	115,720	90,678	193,530	7,050	-	1,103
2015.09	잠실	208,038	92,904	20,607	80,817	5,207	-	8,503
2015.09	뚝섬	1,554,160	535,046	116,843	344,738	25,339	474,465	57,729
2015.09	잠원	359,034	190,697	1,610	155,770	9,777	-	1,180
2015.09	반포	644,430	192,323	81,196	122,398	28,414	217,896	2,203
2015.09	이촌	673,590	383,330	63,160	199,460	-	-	27,640
2015.09	여의도	2,306,074	604,174	17,255	159,627	35,883	1,441,237	47,898
2015.09	양화	404,187	152,841	71,122	172,455	3,993	-	3,776
2015.09	망원	611,790	264,140	133,580	199,120	9,080	-	5,870
2015.09	난지	643,155	197,115	35,101	104,865	100,545	185,275	20,254
2015.09	강서	348,787	102,367	57,994	186,891	1,081	-	454
