기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2013.08	합계	7,317,838	2,885,986	538,608	1,451,140	109,689	1,749,564	582,851
2013.08	광나루	150,152	55,739	7,785	52,413	188	-	34,027
2013.08	잠실	385,805	235,278	18,872	92,427	7,699	-	31,529
2013.08	뚝섬	1,585,779	478,035	226,850	403,840	19,540	341,377	116,137
2013.08	잠원	300,735	144,200	18,115	72,020	540	-	65,860
2013.08	반포	337,200	150,222	69,538	96,661	130	8,196	12,453
2013.08	이촌	317,162	145,030	48,440	107,810	65	-	15,817
2013.08	여의도	2,442,985	877,050	60,966	185,388	51,997	1,054,489	213,095
2013.08	양화	253,561	118,154	16,994	113,705	1,662	-	3,046
2013.08	망원	425,325	227,483	24,997	96,438	3,725	-	72,682
2013.08	난지	870,630	363,778	37,897	82,013	23,923	345,502	17,517
2013.08	강서	248,504	91,017	8,154	148,425	220	-	688
