기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2018.09	합계	6,989,508	2,736,112	754,007	1,432,475	277,337	1,527,375	262,202
2018.09	광나루	368,721	145,780	47,226	168,657	2,481	-	4,577
2018.09	잠실	383,504	136,590	83,504	155,520	4,500	-	3,390
2018.09	뚝섬	1,776,847	980,710	216,590	215,230	79,197	207,998	77,122
2018.09	잠원	172,101	72,805	49,865	45,828	677	-	2,926
2018.09	반포	809,258	416,093	47,390	138,273	35,928	154,937	16,637
2018.09	이촌	309,020	120,670	85,340	89,390	3,580	-	10,040
2018.09	여의도	2,020,835	384,120	75,220	205,770	51,030	1,164,440	140,255
2018.09	양화	150,188	62,653	19,769	59,480	7,514	-	772
2018.09	망원	279,623	117,732	39,427	103,703	16,148	-	2,613
2018.09	난지	456,930	218,309	39,873	121,620	74,361	-	2,767
2018.09	강서	262,481	80,650	49,803	129,004	1,921	-	1,103
