기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2015.07	합계	6,804,488	2,246,777	631,723	1,514,528	79,393	2,094,315	237,752
2015.07	광나루	390,698	127,281	74,900	173,930	4,968	-	9,619
2015.07	잠실	185,154	83,459	12,753	66,346	2,148	-	20,448
2015.07	뚝섬	1,274,014	502,547	106,824	287,835	40,944	283,073	52,791
2015.07	잠원	390,833	167,860	58,915	133,680	-	-	30,378
2015.07	반포	549,779	169,340	86,560	111,420	2,850	176,823	2,786
2015.07	이촌	386,044	151,970	72,700	126,755	-	-	34,619
2015.07	여의도	2,062,852	489,587	35,148	129,241	12,241	1,351,346	45,289
2015.07	양화	390,052	155,688	63,680	159,569	1,944	-	9,171
2015.07	망원	266,124	113,430	48,360	86,110	3,120	-	15,104
2015.07	난지	650,398	207,780	25,433	106,440	10,485	283,073	17,187
2015.07	강서	258,540	77,835	46,450	133,202	693	-	360
