기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2016.03	합계	5,115,738	2,078,992	586,134	1,288,194	53,290	1,010,068	99,060
2016.03	광나루	360,224	109,865	76,678	168,547	4,718	-	416
2016.03	잠실	239,729	101,264	43,891	78,851	6,500	-	9,223
2016.03	뚝섬	1,201,251	614,090	115,280	241,499	22,080	190,466	17,836
2016.03	잠원	351,352	148,600	54,820	139,820	-	-	8,112
2016.03	반포	419,008	147,800	56,628	86,294	2,014	124,214	2,058
2016.03	이촌	361,460	205,610	58,570	86,790	-	-	10,490
2016.03	여의도	984,061	248,821	7,772	72,359	8,345	612,666	34,098
2016.03	양화	329,198	148,338	59,086	118,872	310	-	2,592
2016.03	망원	247,550	113,010	49,530	79,500	3,190	-	2,320
2016.03	난지	339,918	145,980	13,472	81,100	4,866	82,722	11,778
2016.03	강서	281,987	95,614	50,407	134,562	1,267	-	137
