기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2013.10	합계	8,368,112	2,467,322	532,663	1,548,017	2,170,918	1,413,443	235,749
2013.10	광나루	138,617	54,474	15,509	58,062	3,783	-	6,789
2013.10	잠실	391,941	185,138	17,518	145,400	19,984	-	23,901
2013.10	뚝섬	1,461,470	427,140	245,705	393,520	73,370	296,548	25,187
2013.10	잠원	282,711	160,430	17,540	81,523	2,900	-	20,318
2013.10	반포	308,153	128,892	51,743	85,191	23,680	7,104	11,543
2013.10	이촌	789,185	196,455	57,720	113,920	403,000	-	18,090
2013.10	여의도	3,101,132	460,130	46,562	155,190	1,598,290	741,010	99,950
2013.10	양화	339,725	208,052	18,382	101,270	9,600	-	2,421
2013.10	망원	443,574	317,838	24,667	93,202	3,576	-	4,291
2013.10	난지	792,294	241,800	26,388	101,121	32,235	368,781	21,969
2013.10	강서	319,310	86,973	10,929	219,618	500	-	1,290
