기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2017.03	합계	5,709,099	2,074,871	652,877	1,477,278	170,708	1,210,060	123,305
2017.03	광나루	339,647	104,240	71,991	160,375	2,627	-	414
2017.03	잠실	368,360	153,510	69,740	139,350	1,300	-	4,460
2017.03	뚝섬	1,384,801	610,227	108,345	380,586	18,133	249,926	17,584
2017.03	잠원	259,630	124,180	42,710	83,495	-	-	9,245
2017.03	반포	458,602	160,002	64,626	112,369	4,658	113,435	3,512
2017.03	이촌	323,930	113,210	92,520	108,580	2,230	-	7,390
2017.03	여의도	1,638,377	414,851	74,632	182,410	129,057	772,184	65,243
2017.03	양화	245,044	98,378	44,653	100,170	1,291	-	552
2017.03	망원	217,735	98,070	37,975	71,850	3,005	-	6,835
2017.03	난지	322,966	144,833	15,165	74,035	6,660	74,515	7,758
2017.03	강서	150,007	53,370	30,520	64,058	1,747	-	312
