기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2019.10	합계	6,915,114	2,995,668	789,492	1,323,800	935,841	740,714	129,599
2019.10	광나루	277,946	136,725	22,195	113,013	3,054	-	2,959
2019.10	잠실	533,111	211,541	82,716	158,836	71,750	-	8,268
2019.10	뚝섬	1,796,137	929,460	268,497	336,090	31,199	189,862	41,029
2019.10	잠원	174,555	62,420	53,355	52,780	4,306	-	1,694
2019.10	반포	672,043	369,087	42,026	121,502	4,895	121,032	13,501
2019.10	이촌	557,018	372,870	81,340	89,635	3,850	-	9,323
2019.10	여의도	1,871,245	491,440	112,685	78,750	734,050	429,820	24,500
2019.10	양화	257,524	123,620	23,965	104,884	2,864	-	2,191
2019.10	망원	210,729	79,109	40,112	64,292	20,815	-	6,401
2019.10	난지	322,870	127,605	11,885	108,780	55,805	-	18,795
2019.10	강서	241,936	91,791	50,716	95,238	3,253	-	938
