기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2015.11	합계	1,490,229	559,965	226,141	369,010	65,456	160,342	109,315
2015.11	광나루	108,444	19,804	5,758	73,456	8,957	-	469
2015.11	잠실	55,648	14,071	9,615	9,019	14,757	-	8,186
2015.11	뚝섬	153,886	48,391	8,767	24,310	15,265	36,133	21,020
2015.11	잠원	53,891	29,293	6,035	5,545	-	-	13,018
2015.11	반포	259,640	30,010	59,117	85,783	-	81,939	2,791
2015.11	이촌	95,917	35,287	14,810	33,120	-	-	12,700
2015.11	여의도	196,116	59,910	8,182	38,173	7,444	42,270	40,137
2015.11	양화	114,352	36,031	41,544	34,520	258	-	1,999
2015.11	망원	128,744	80,134	13,910	25,430	5,895	-	3,375
2015.11	난지	189,643	129,110	13,909	29,290	11,880	-	5,454
2015.11	강서	133,948	77,924	44,494	10,364	1,000	-	166
