기간	구분	합계	일반이용자	운동시설	자전거	주요행사 및 마라톤	특화공원	기타
2019.09	합계	6,217,109	3,066,651	769,247	1,279,021	167,373	805,472	129,345
2019.09	광나루	257,175	128,595	19,245	103,073	3,490	-	2,772
2019.09	잠실	344,496	137,980	66,662	132,375	2,230	-	5,249
2019.09	뚝섬	1,821,533	834,720	360,302	361,285	30,901	194,427	39,898
2019.09	잠원	136,850	48,735	43,690	41,743	799	-	1,883
2019.09	반포	595,256	317,588	36,262	110,519	4,015	112,514	14,358
2019.09	이촌	236,297	97,180	60,000	69,325	3,200	-	6,592
2019.09	여의도	1,908,495	1,137,857	61,064	124,181	45,602	498,531	41,260
2019.09	양화	222,552	99,731	20,785	97,261	3,491	-	1,284
2019.09	망원	196,677	71,184	44,232	63,646	13,831	-	3,784
2019.09	난지	277,940	111,270	10,595	86,575	57,950	-	11,550
2019.09	강서	219,838	81,811	46,410	89,038	1,864	-	715
